"_id"	count
BUILDNOTCHECKEDOUT	334.0
PATCHED	25.0
test failure	3337.0
NOTCLONABLE	31.0
NOTTESTABLE	1172.0
NOTFAILING	2130.0
test errors	1490.0
SOURCEDIRNOTCOMPUTED	60.0
NOTBUILDABLE	4245.0
