"_id"	count
test errors	1033.0
test failure	2504.0
PATCHED	14.0
BUILDNOTCHECKEDOUT	334.0
SOURCEDIRNOTCOMPUTED	60.0
NOTBUILDABLE	4245.0
NOTTESTABLE	1172.0
NOTFAILING	2130.0
NOTCLONABLE	31.0
